Description,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12
SET OF 9 HEART SHAPED BALLOONS,160.0,358.75,206.25,106.25,41.25,228.75,171.47,151.25,132.5,76.25,123.67,263.75,53.75
SET OF PICTURE FRAME  STICKERS,35.400000000000006,0.0,0.0,0.0,17.700000000000003,0.0,11.8,2.95,2.95,53.10000000000001,35.400000000000006,29.5,0.79
SET OF SALT AND PEPPER TOADSTOOLS,180.0,247.5,205.0,287.5,198.75,283.75,160.0,166.25,190.0,135.0,347.5,97.5,0.0
SET OF SKULL WALL STICKERS,5.9,0.0,2.95,56.05000000000001,17.7,17.700000000000003,0.0,0.0,2.95,0.0,17.700000000000003,44.25000000000001,0.0
SET OF TEA COFFEE SUGAR TINS PANTRY,0.0,0.0,0.0,0.0,0.0,0.0,1634.15,1396.5,1239.3000000000002,1667.16,958.44,995.5500000000001,292.65000000000003
SET/10 BLUE POLKADOT PARTY CANDLES,97.5,168.75,236.25,331.25,352.5,201.25,555.0,351.25,417.5,288.75,296.25,297.5,43.75
SET/10 IVORY POLKADOT PARTY CANDLES,76.25,106.25,35.0,41.25,91.25,62.5,161.25,71.25,180.0,11.25,112.48,78.33,36.25
SET/10 PINK POLKADOT PARTY CANDLES,190.0,316.25,318.75,468.75,420.0,363.75,592.5,458.75,485.0,300.0,401.21,377.5,72.5
SET/10 RED POLKADOT PARTY CANDLES,230.0,488.75,485.0,542.5,267.5,317.5,438.75,380.0,503.75,506.25,428.75,517.5,136.25
SET/12 FUNKY FELT FLOWER PEG IN BAG,8.4,29.400000000000002,0.0,27.300000000000004,16.8,2.1,4.2,0.0,0.0,8.4,33.6,4.2,0.0
SET/12 TAPER CANDLES,19.549999999999997,2.55,0.0,0.85,0.0,10.2,15.299999999999999,0.85,2.55,28.049999999999997,75.71,82.44999999999999,34.85
SET/2 RED RETROSPOT TEA TOWELS ,271.40000000000003,224.20000000000005,230.35000000000002,305.5,263.25,224.25,159.25,143.0,214.5,341.64,156.39,361.4,61.879999999999995
SET/20 RED RETROSPOT PAPER NAPKINS ,277.95,457.29999999999995,335.75,543.15,411.4,448.79999999999995,517.65,288.15,453.9,356.91999999999996,361.7,365.28,69.69999999999999
SET/20 STRAWBERRY PAPER NAPKINS ,12.75,62.05,73.1,199.74999999999997,84.14999999999999,180.2,146.2,170.0,119.85,32.94,17.0,0.0,0.0
SET/3 CHRISTMAS DECOUPAGE CANDLES,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.66,128.54,0.0,0.0
SET/3 DECOUPAGE STACKING TINS,39.6,74.25,131.7,19.8,49.5,24.75,74.25,0.0,0.0,29.700000000000003,136.65,232.65000000000003,14.850000000000001
SET/3 OCEAN SCENT CANDLE JEWEL BOX,295.44,150.21,25.5,110.5,72.25,165.75,55.25,55.25,34.0,89.25,46.75,106.25,0.0
SET/3 POLKADOT STACKING TINS,44.550000000000004,69.30000000000001,191.10000000000002,34.650000000000006,0.0,4.95,4.95,0.0,0.0,0.0,0.0,0.0,0.0
SET/3 POT PLANT CANDLES,0.0,32.7,38.15,21.8,38.15,0.0,5.45,10.9,21.8,43.6,70.85000000000001,10.9,0.0
SET/3 RABBITS FLOWER SKIPPPING ROPE,10.2,4.25,5.95,26.349999999999998,44.2,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0
SET/3 RED GINGHAM ROSE STORAGE BOX,373.86,798.27,705.66,819.3,599.19,231.36,595.44,380.22,372.72,706.8,421.47,541.47,82.5
SET/3 ROSE CANDLE IN JEWELLED BOX,308.19,149.48,38.25,68.0,21.25,221.0,63.75,63.75,63.75,46.75,34.0,110.5,0.0
SET/3 VANILLA SCENTED CANDLE IN BOX,325.19,131.75,76.5,178.5,97.75,148.75,80.75,269.94,89.25,123.25,252.36,161.5,0.0
SET/4 BADGES BALLOON GIRL,37.5,30.0,27.5,62.5,3.75,15.0,27.5,37.5,15.0,41.25,44.88,62.5,3.71
SET/4 BADGES BEETLES,0.0,5.0,15.0,31.25,28.75,33.75,0.0,33.75,20.0,27.5,23.630000000000003,29.84,3.71
SET/4 BADGES CUTE CREATURES,48.75,12.5,43.75,25.0,12.5,0.0,25.0,15.0,31.25,25.0,0.0,22.14,1.25
SET/4 BADGES DOGS,0.0,17.5,28.75,12.5,13.75,22.5,15.0,38.75,37.5,29.96,18.67,51.09,13.59
SET/4 BIRD MIRROR MAGNETS ,12.6,0.0,0.0,2.1,12.600000000000001,4.2,0.0,36.83,51.03999999999999,9.279999999999998,2.03,13.049999999999999,0.58
SET/4 BLUE FLOWER CANDLES IN BOWL,28.049999999999997,42.9,39.599999999999994,67.64999999999999,44.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SET/4 BUTTERFLY MIRROR MAGNETS,4.2,6.300000000000001,0.0,4.2,2.1,2.1,0.0,20.299999999999997,0.0,0.0,0.0,0.0,0.0
SET/4 DAISY MIRROR MAGNETS,4.2,6.300000000000001,0.0,16.8,0.0,0.0,2.1,23.199999999999996,9.28,15.079999999999998,22.619999999999997,31.029999999999998,0.8699999999999999
SET/4 GARDEN ROSE DINNER CANDLE,1.65,3.3,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SET/4 MODERN VINTAGE COTTON NAPKINS,29.500000000000004,0.0,5.9,42.660000000000004,7.9,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SET/4 RED MINI ROSE CANDLE IN BOWL,21.449999999999996,1.65,61.04999999999999,19.799999999999997,3.3,0.0,42.89999999999999,0.0,0.0,24.529999999999998,102.01999999999998,49.22,8.209999999999999
SET/4 SKULL BADGES,62.5,85.0,100.0,63.75,53.75,61.25,87.5,92.5,28.75,70.0,121.2,78.75,8.75
SET/4 SPRING FLOWER DECORATION,8.850000000000001,41.300000000000004,118.00000000000001,200.60000000000002,76.70000000000002,53.1,81.0,99.75,36.0,35.25,28.5,46.5,2.25
SET/5 RED RETROSPOT LID GLASS BOWLS,654.9000000000001,466.1000000000001,572.3000000000001,799.45,752.2500000000001,852.5500000000001,831.9000000000001,875.9000000000001,1039.8500000000001,985.1900000000002,833.8000000000001,1435.3000000000002,312.04
SET/6 BEAD COASTERS GAUZE BAG GOLD,40.0,0.0,0.0,1.25,3.5100000000000002,3.9000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SET/6 BLACK BIRD T-LIGHT CANDLES,61.8,0.0,22.5,4.2,0.0,0.0,14.700000000000001,2.1,4.2,10.5,6.300000000000001,8.4,0.0
SET/6 COLLAGE PAPER CUPS,0.0,17.55,9.75,26.000000000000004,22.42,43.89000000000001,75.05000000000001,27.740000000000002,13.110000000000001,44.36000000000001,17.59,18.57,11.020000000000001
SET/6 COLLAGE PAPER PLATES,1.7,20.4,11.899999999999999,34.849999999999994,52.26,82.67999999999999,101.39999999999999,43.68,15.989999999999998,57.589999999999996,27.709999999999997,32.19,6.63
SET/6 EAU DE NIL BIRD T-LIGHTS,39.0,10.2,64.80000000000001,12.600000000000001,23.1,27.300000000000004,0.0,14.700000000000001,50.400000000000006,25.200000000000003,16.73,21.0,0.0
SET/6 FROG PRINCE T-LIGHT CANDLES,76.5,40.8,58.64999999999999,45.9,35.699999999999996,5.1,17.849999999999998,10.2,20.4,73.94999999999999,20.259999999999998,28.049999999999997,32.39
SET/6 FRUIT SALAD  PAPER PLATES,0.0,20.4,0.0,37.4,49.92,53.43,11.7,45.629999999999995,28.86,17.31,2.44,6.24,0.0
SET/6 FRUIT SALAD PAPER CUPS,0.0,15.600000000000001,15.600000000000001,29.250000000000004,31.35,40.85,6.08,28.12,32.300000000000004,16.55,2.04,9.120000000000001,4.5600000000000005
SET/6 GREEN SPRING PAPER CUPS,1.3,0.0,1.3,0.0,1.1400000000000001,18.810000000000002,9.31,9.5,4.37,0.0,0.0,0.0,0.0
SET/6 IVORY BIRD T-LIGHT CANDLES,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SET/6 PINK  BUTTERFLY T-LIGHTS,163.8,102.9,186.9,161.70000000000002,69.30000000000001,107.10000000000001,130.20000000000002,105.00000000000001,153.3,165.9,155.4,144.9,63.00000000000001
SET/6 PINK BIRD T-LIGHT CANDLES,73.5,63.06,47.7,31.500000000000004,55.260000000000005,16.8,0.0,14.700000000000001,25.200000000000003,25.060000000000002,31.290000000000003,39.55,12.39
SET/6 POSIES PAPER CUPS,0.0,0.0,10.4,43.550000000000004,8.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SET/6 POSIES PAPER PLATES,0.0,1.7,13.6,30.599999999999998,2.55,22.95,9.35,0.0,0.0,0.0,0.0,0.0,0.0
SET/6 PURPLE BUTTERFLY T-LIGHTS,77.7,10.5,39.900000000000006,67.2,10.5,67.2,6.300000000000001,37.800000000000004,65.1,44.1,67.2,184.8,109.2
SET/6 RED SPOTTY PAPER CUPS,84.5,143.0,190.45000000000002,226.85000000000002,93.60000000000001,210.60000000000002,160.55,107.25000000000001,120.25000000000001,129.35000000000002,113.46000000000001,122.55000000000001,23.400000000000002
SET/6 RED SPOTTY PAPER PLATES,107.94999999999999,198.04999999999998,210.79999999999998,346.79999999999995,126.64999999999999,201.45,192.95,189.54999999999998,170.85,184.37,172.03,164.64,20.4
SET/6 TURQUOISE BUTTERFLY T-LIGHTS,94.50000000000001,90.30000000000001,147.0,90.30000000000001,123.9,126.00000000000001,81.9,42.0,109.20000000000002,149.10000000000002,115.50000000000001,71.4,39.900000000000006
SET/9 CHRISTMAS T-LIGHTS SCENTED ,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SET3 BOOK BOX GREEN GINGHAM FLOWER ,294.25,298.5,328.25,293.75,222.0,110.5,174.75,68.0,145.0,204.5,170.0,413.25,63.75
SEWING BOX RETROSPOT DESIGN ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.45000000000005
SEWING SUSAN 21 NEEDLE SET,17.0,20.4,34.849999999999994,11.049999999999999,47.599999999999994,44.199999999999996,30.599999999999998,12.75,32.3,85.78,91.58999999999999,48.879999999999995,24.44
SHELF WITH 4 HOOKS HOME SWEET HOME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,537.63,187.5,18.75
"SILICON CUBE 25W, BLUE",0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0
SILICON STAR BULB  BLUE,0.42,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.42,0.84,0.0,5.04,0.42
SILK PURSE BABUSHKA BLUE,194.3,181.85000000000002,43.55,0.0,10.05,10.05,13.4,56.95,0.0,26.8,10.05,63.65,0.0
SILK PURSE BABUSHKA PINK,190.95000000000002,302.45000000000005,70.35000000000001,53.6,56.95,53.6,36.85,93.80000000000001,60.300000000000004,89.56,122.17,83.75,0.0
SILK PURSE BABUSHKA RED,304.85,154.10000000000002,10.05,23.45,10.05,10.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SILVER  CANDLEPOT JARDIN ,71.25,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SILVER 2 STRAND NECKLACE-LEAF CHARM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,7.5,0.0
SILVER AND BLACK ORBIT NECKLACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0
SILVER APERITIF GLASS,12.72,12.72,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SILVER BELLS TABLE DECORATION,0.0,0.0,0.0,0.0,0.0,220.0,151.21,66.25,30.0,275.0,641.25,715.0,133.75
SILVER BLACK ORBIT BRACELET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,4.95,4.95,0.0
SILVER BLACK ORBIT DROP EARRINGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,17.0,0.0,0.0,0.0
SILVER BOOK MARK WITH BEADS,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0
SILVER BRACELET W PASTEL FLOWER,0.0,0.0,15.0,15.0,45.0,52.5,0.0,0.0,0.0,7.5,0.0,0.0,0.0
SILVER DIAMANTE PEN IN GIFT BOX,94.05000000000001,0.0,4.95,14.850000000000001,0.0,4.95,9.9,14.850000000000001,0.0,9.9,9.9,64.35,14.850000000000001
SILVER DISCO HANDBAG,5.95,0.0,0.0,0.0,9.75,15.6,23.4,64.35,23.4,19.729999999999997,1.95,84.08,0.0
SILVER DROP EARRINGS WITH FLOWER,0.0,0.0,0.0,0.0,0.0,18.75,7.5,0.0,0.0,0.0,0.0,0.0,0.0
SILVER FABRIC MIRROR,7.5,0.0,0.0,3.75,0.0,1.25,0.0,0.78,2.73,7.800000000000001,10.530000000000001,16.89,2.73
SILVER FISHING GNOME ,0.0,6.95,0.0,27.8,69.5,20.85,48.65,6.95,13.9,0.0,6.95,68.45,0.0
SILVER FLOWR PINK SHELL NECKLACE,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,22.5,0.0,0.0,0.0
SILVER GLASS T-LIGHT SET,53.1,0.0,8.850000000000001,0.0,0.0,17.700000000000003,11.8,0.0,0.0,0.0,20.54,5.79,17.5
SILVER GLITTER FLOWER VOTIVE HOLDER,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4799999999999995,12.18,15.659999999999998,24.359999999999996,14.209999999999999,0.58
SILVER HANGING T-LIGHT HOLDER,494.99999999999994,141.89999999999998,141.89999999999998,143.54999999999998,201.29999999999998,230.99999999999997,118.79999999999998,229.34999999999997,158.39999999999998,270.59999999999997,250.79999999999995,542.8499999999999,128.7
SILVER HEARTS TABLE DECORATION,0.0,0.0,0.0,0.0,0.0,184.26,120.19999999999999,53.12,26.559999999999995,121.17999999999999,184.26,118.69,4.9799999999999995
SILVER HOOP EARRINGS WITH FLOWER,11.9,11.9,5.95,17.85,0.0,0.0,5.95,0.0,11.9,29.75,17.85,11.9,0.0
SILVER JEWELLED MIRROR TRINKET TRAY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.4
SILVER LARIAT 40CM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.45,17.700000000000003,0.0
SILVER LARIAT BLACK STONE EARRINGS,4.25,0.0,0.0,0.0,8.5,4.25,0.0,0.0,0.0,12.75,21.25,0.0,0.0
SILVER LATTICE VANILLA CANDLE POT,33.75,7.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SILVER LOOKING MIRROR,14.850000000000001,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SILVER M.O.P ORBIT BRACELET,9.9,0.0,0.0,0.0,0.0,9.9,0.0,0.0,9.9,14.850000000000001,24.75,19.8,0.0
SILVER M.O.P ORBIT DROP EARRINGS,0.0,0.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,21.25,21.25,12.75,0.0
SILVER M.O.P. ORBIT NECKLACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,20.650000000000002,0.0
SILVER MUG BONE CHINA TREE OF LIFE,89.69999999999999,0.0,23.4,11.7,0.0,0.0,0.0,1.25,17.5,100.44,320.28000000000003,321.34000000000003,33.92
SILVER PHOTO FRAME,25.200000000000003,18.900000000000002,14.700000000000001,4.2,16.8,27.300000000000004,25.200000000000003,12.600000000000001,0.0,8.4,4.2,0.0,0.0
SILVER PLATE CANDLE BOWL SMALL,123.90000000000002,53.10000000000001,53.10000000000001,126.85000000000002,70.80000000000001,35.400000000000006,88.50000000000001,53.10000000000001,17.700000000000003,44.25000000000001,35.400000000000006,88.50000000000001,0.0
SILVER RECORD COVER FRAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,430.32,33.629999999999995
SILVER ROCOCO CANDLE STICK,140.39999999999998,70.19999999999999,0.0,35.7,11.9,58.699999999999996,0.0,0.0,0.0,0.0,11.9,11.9,0.0
SILVER STANDING GNOME   ,17.0,17.0,0.0,25.5,17.0,17.0,4.25,4.25,0.0,0.0,29.75,8.5,2.5
SILVER STARS TABLE DECORATION,0.0,0.0,0.0,0.0,0.0,99.6,62.92999999999999,34.03,31.54,269.75,353.58,395.08,24.069999999999997
SILVER T-LIGHT SETTING,6.75,0.0,0.0,13.5,0.0,84.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SILVER TEDDY BEAR,3.75,7.5,15.0,0.0,15.0,0.0,11.25,18.75,0.0,22.46,0.0,90.0,0.0
SILVER VANILLA  FLOWER CANDLE POT,33.75,0.0,15.0,26.25,37.5,41.25,75.0,0.0,7.5,11.25,63.75,11.25,22.5
SILVER/AMETHYST DROP EARRINGS LEAF,8.850000000000001,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0
SILVER/CRYSTAL DROP EARRINGS W LEAF,0.0,0.0,0.0,0.0,0.0,0.0,17.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0
SILVER/M.O.P PENDANT ORBIT NECKLACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.25,0.0,0.0
SILVER/NAT SHELL NECKLACE W PENDANT,0.0,0.0,5.95,0.0,0.0,0.0,5.95,0.0,0.0,5.95,0.0,0.0,0.0
SINGLE ANTIQUE ROSE HOOK IVORY,0.0,0.0,0.0,0.0,71.55,633.65,391.5,261.0,382.79999999999995,403.09999999999997,227.64999999999998,234.89999999999998,63.8
SINGLE HEART ZINC T-LIGHT HOLDER,298.29999999999995,301.15,164.34999999999997,346.74999999999994,400.9,354.30999999999995,392.30999999999995,248.89999999999998,254.57999999999998,235.75,357.49,316.18,127.5
SINGLE WIRE HOOK IVORY HEART,0.0,0.0,0.0,0.0,39.15,159.49999999999997,129.04999999999998,129.04999999999998,178.35,58.0,85.55,50.74999999999999,0.0
SINGLE WIRE HOOK PINK HEART,0.0,0.0,0.0,0.0,17.9,23.2,4.35,43.5,37.699999999999996,1.45,11.6,37.699999999999996,12.479999999999999
SKETCHBOOK MAGNETIC SHOPPING LIST,0.0,0.0,0.0,0.0,0.0,0.0,78.3,171.1,165.29999999999998,156.32,376.65999999999997,353.07,127.99
SKULL AND CROSSBONES  GARLAND ,44.55,44.55,19.799999999999997,95.69999999999999,3.3,37.949999999999996,103.94999999999999,94.04999999999998,52.8,110.54999999999998,193.04999999999998,85.79999999999998,19.799999999999997
SKULL DESIGN TV DINNER TRAY,113.85000000000001,39.6,69.3,69.3,34.650000000000006,54.45,29.7,39.6,54.45,34.65,128.70000000000002,297.90000000000003,104.7
SKULL LUNCH BOX WITH CUTLERY ,84.14999999999999,117.3,160.64999999999998,183.6,201.45,527.85,359.54999999999995,260.09999999999997,188.7,234.59999999999997,298.34999999999997,323.84999999999997,17.849999999999998
SKULL SHOULDER BAG,61.05,79.2,92.4,143.55,127.05,155.1,178.2,138.6,112.19999999999999,75.89999999999999,85.8,198.0,47.15
SKULLS  DESIGN  COTTON TOTE BAG,31.5,15.75,27.0,27.0,27.0,13.5,27.0,31.5,6.75,92.25,45.0,27.0,0.0
SKULLS  STICKERS,28.049999999999997,85.0,31.45,77.35,15.299999999999999,56.099999999999994,60.349999999999994,61.199999999999996,15.299999999999999,61.199999999999996,87.55,122.39999999999999,26.349999999999998
SKULLS  WATER TRANSFER TATTOOS ,48.449999999999996,69.69999999999999,54.4,134.29999999999998,52.699999999999996,56.949999999999996,100.3,81.6,98.6,69.69999999999999,56.949999999999996,157.25,51.849999999999994
SKULLS AND CROSSBONES WRAP,73.5,115.5,126.0,157.5,73.5,94.5,105.0,189.0,105.0,157.5,105.0,136.5,63.0
SKULLS DESIGN FLANNEL,12.749999999999998,8.5,0.0,10.2,0.85,11.049999999999999,11.899999999999999,2.55,0.0,10.2,10.2,54.4,1.9500000000000002
SKULLS GREETING CARD,40.32,40.32,15.120000000000001,50.4,20.16,15.120000000000001,55.44,50.4,30.240000000000002,65.52,60.480000000000004,50.4,30.24
SKULLS PARTY BAG + STICKER SET,54.449999999999996,94.05,153.45,117.14999999999999,59.4,57.75,90.75,80.85,79.19999999999999,77.55,125.39999999999999,140.25,13.2
SKULLS SQUARE TISSUE BOX,10.0,2.5,1.25,1.25,15.0,0.0,0.0,0.78,0.0,0.39,1.56,4.29,0.39
SKULLS STORAGE BOX LARGE,2.95,61.199999999999996,5.9,2.95,20.650000000000002,0.0,0.0,0.0,5.9,20.650000000000002,11.8,38.35000000000001,17.700000000000003
SKULLS STORAGE BOX SMALL,18.9,23.1,0.0,0.0,2.1,0.0,0.0,0.0,8.4,25.200000000000003,35.7,35.7,12.600000000000001
SKULLS TAPE,21.470000000000002,44.28,0.0,10.4,1.9500000000000002,0.0,3.9000000000000004,0.65,10.4,16.900000000000002,11.700000000000001,31.85,0.0
SKULLS WRITING SET ,34.65,64.35,59.39999999999999,47.849999999999994,56.099999999999994,52.8,21.449999999999996,49.49999999999999,24.749999999999996,57.74999999999999,130.35,257.4,31.349999999999998
SLATE TILE NATURAL HANGING,47.849999999999994,3.3,37.949999999999996,156.74999999999997,89.1,122.09999999999998,117.14999999999998,61.05,178.2,135.29,70.91999999999999,196.32999999999998,122.45
SLEEPING CAT ERASERS,5.04,5.67,7.56,2.73,1.26,4.62,5.46,1.05,0.21,3.15,6.51,16.38,4.41
SMALL APOTHECARY MEASURING JAR ,0.0,0.0,0.0,0.0,0.0,0.0,89.4,44.7,96.85000000000001,44.7,89.4,0.0,0.0
SMALL BLUE PROVENCAL CERAMIC BALL,0.0,0.0,0.0,6.6,4.949999999999999,19.799999999999997,0.0,0.0,46.199999999999996,16.5,0.0,6.6,0.0
SMALL BONNE JAM JAR  T-LIGHT HOLDER,0.0,0.0,0.0,0.0,0.0,0.0,24.96,104.0,12.48,0.0,83.2,64.48,76.96000000000001
SMALL CAMPHOR WOOD FIELD  MUSHROOM,11.549999999999999,9.899999999999999,0.0,4.949999999999999,9.899999999999999,13.2,9.899999999999999,4.949999999999999,9.899999999999999,3.3,16.5,19.799999999999997,9.36
SMALL CERAMIC TOP STORAGE JAR ,0.0,0.0,0.0,0.0,0.0,174.29999999999998,238.20999999999998,138.60999999999999,238.20999999999998,205.83999999999997,172.60999999999999,123.46,9.959999999999999
SMALL CHINESE STYLE SCISSOR,12.18,4.2,0.42,0.0,9.66,25.62,11.440000000000001,25.200000000000003,27.3,25.62,16.8,19.32,4.2
SMALL CHOCOLATES PINK BOWL,3.75,10.0,3.75,42.41,63.839999999999996,46.62,43.68,68.03999999999999,39.48,46.129999999999995,65.67999999999999,45.71,13.809999999999999
SMALL CHUNKY GLASS ROMAN  BOWL,0.0,23.6,2.95,23.6,8.690000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMALL DECO JEWELLERY STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.8,0.0,0.0,0.0
SMALL DOLLY MIX DESIGN ORANGE BOWL,27.5,27.5,67.5,62.96,179.76,133.14,136.5,154.14,94.92,100.67,118.50999999999999,206.94,45.669999999999995
SMALL FOLDING SCISSOR(POINTED EDGE),3.5,0.0,5.0,0.0,6.0,0.0,12.25,9.6,11.76,26.4,20.88,22.2,5.76
SMALL FOLKART STAR CHRISTMAS DEC,4.62,0.0,0.0,0.0,0.0,0.0,0.0,10.92,3.36,10.15,5.32,6.46,0.0
SMALL GLASS HEART TRINKET POT,548.1,535.5,424.20000000000005,434.70000000000005,438.5,428.40000000000003,161.7,287.8,317.1,506.1,361.33000000000004,449.33000000000004,159.60000000000002
SMALL GLASS SUNDAE DISH CLEAR,49.49999999999999,0.0,49.5,29.699999999999996,49.5,64.35,19.799999999999997,47.849999999999994,9.899999999999999,29.699999999999996,16.5,49.49999999999999,0.0
SMALL HAMMERED SILVER CANDLEPOT ,109.15000000000002,0.0,32.45,88.50000000000001,123.90000000000002,106.20000000000002,53.10000000000001,17.700000000000003,26.55,70.80000000000001,126.85000000000002,123.90000000000002,35.400000000000006
SMALL HANGING GLASS+ZINC LANTERN,17.4,20.299999999999997,0.0,7.25,5.8,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMALL HANGING IVORY/RED WOOD BIRD,53.34,23.52,33.18,41.58,10.5,7.140000000000001,15.54,14.7,21.419999999999998,88.16,70.11,220.0,66.74
SMALL HEART FLOWERS HOOK ,99.44999999999999,96.89999999999999,98.6,172.54999999999998,103.75999999999999,92.64999999999999,161.5,62.9,56.949999999999996,90.03,64.88999999999999,78.77,14.709999999999999
SMALL HEART MEASURING SPOONS,160.64999999999998,207.39999999999998,110.5,197.2,111.35,95.2,77.35,50.15,99.44999999999999,118.92999999999999,173.13,136.29,88.47999999999999
SMALL IVORY HEART WALL ORGANISER,0.0,0.0,0.0,0.0,214.65,574.95,86.25,207.0,185.9,358.4,370.31,235.75,40.25
SMALL KITCHEN FLOWER POTS PLAQUE,6.95,34.75,6.95,27.8,13.9,13.9,13.9,0.0,6.95,0.0,6.95,0.0,0.0
SMALL LICORICE DES PINK BOWL,7.5,21.25,31.25,64.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMALL MARSHMALLOWS PINK BOWL,3.75,18.75,63.75,78.45,129.35999999999999,79.8,140.28,135.66,65.1,90.99,103.69,163.32,33.05
SMALL MEDINA STAMPED METAL BOWL ,61.199999999999996,20.4,1.7,3.4,5.1,10.2,10.2,10.2,1.7,14.36,26.349999999999998,37.4,10.2
SMALL PARISIENNE HEART PHOTO FRAME ,0.0,0.0,0.0,0.0,0.0,470.61,356.07000000000005,261.45000000000005,236.55,165.68,124.50000000000001,131.97,39.84
SMALL PARLOUR FRAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.34,0.0
SMALL PARLOUR PICTURE FRAME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.62,141.61,60.69
SMALL PINK GLASS SUNDAE DISH,0.0,0.0,9.899999999999999,11.549999999999999,34.32,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMALL PINK MAGIC CHRISTMAS TREE,31.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.68,0.76,13.3,1.52,0.0
SMALL POLKADOT CHOCOLATE GIFT BAG ,85.0,40.8,0.0,27.2,13.6,13.6,13.6,69.7,27.2,27.2,13.6,56.099999999999994,0.0
SMALL POP BOX FUNKY MONKEY,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,11.25,0.0,39.05,51.14,38.64
"SMALL POP BOX,FUNKY MONKEY",1.25,7.5,18.75,7.5,57.5,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMALL POPCORN HOLDER,486.2,288.15,284.75,511.7,480.53,635.8,267.75,0.0,0.0,0.0,0.0,0.0,0.0
SMALL PURPLE BABUSHKA NOTEBOOK ,74.8,49.3,35.699999999999996,59.5,78.19999999999999,68.85,60.349999999999994,51.0,34.0,31.45,40.589999999999996,100.00999999999999,71.6
SMALL RED BABUSHKA NOTEBOOK ,67.14999999999999,57.8,42.5,34.0,78.19999999999999,31.45,29.75,59.5,43.349999999999994,66.3,61.98,140.45999999999998,72.62
SMALL RED RETROSPOT MUG IN BOX ,172.5,57.84,26.25,56.25,41.25,22.5,67.5,70.68,296.01,67.42,221.09,227.98,11.25
