StockCode,Description,TotalQty,TotalRevenue,LastSold,FirstSold,NumOrders,DaysSinceLastSale
75172,PAINTED SEA SHELL METAL WINDCHIME,57,56.870000000000005,2011-07-04 16:35:00,2011-02-09 15:33:00,7,157
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,23,28.75,2011-12-06 14:23:00,2011-02-09 15:33:00,6,2
77079,DOLPHIN WINDMILL,1,2.12,2011-06-12 12:01:00,2011-06-12 12:01:00,1,180
77101A,UNION FLAG WINDSOCK,97,116.69,2011-03-21 11:49:00,2010-12-05 12:15:00,19,263
78033,FLAG OF ST GEORGE CHAIR,37,179.35,2011-10-06 09:37:00,2011-03-20 10:33:00,7,64
78034B,BLUE NETTING STORAGE HANGER,8,15.6,2011-10-02 11:10:00,2010-12-05 12:42:00,6,68
78124,MAGAZINE RACK GEBRA ASSORTED ,190,246.5,2011-11-28 14:12:00,2010-12-08 13:53:00,17,10
79000,MOROCCAN TEA GLASS,1144,962.8,2011-09-12 16:14:00,2010-12-03 10:26:00,77,87
79026B,"S/4 ICON COASTER,ELVIS LIVES",25,10.61,2011-05-18 14:50:00,2011-03-04 14:28:00,9,204
79030D,TUMBLER BAROQUE,354,138.06,2011-11-10 19:40:00,2011-04-04 16:36:00,24,28
79030D,"TUMBLER, BAROQUE",54,58.85999999999999,2011-04-01 09:19:00,2010-12-06 10:36:00,5,252
79030G,TUMBLER NEW ENGLAND,524,204.35999999999999,2011-06-02 09:37:00,2011-04-10 15:07:00,31,190
79030G,"TUMBLER, NEW ENGLAND",138,131.94,2011-04-11 10:04:00,2010-12-06 12:34:00,11,242
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,299,109.75,2011-08-28 12:28:00,2010-12-06 12:55:00,21,103
79051A,SMOKEY GREY COLOUR GLASS,148,42.919999999999995,2011-12-07 10:11:00,2011-09-28 15:42:00,10,2
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",52,19.4,2011-08-16 17:25:00,2011-02-17 14:36:00,4,114
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",95,18.05,2011-12-08 13:50:00,2011-03-09 12:35:00,12,0
79063D,"RETRO PILL BOX , REVOLUTIONARY",48,9.12,2011-11-27 16:05:00,2011-03-20 13:33:00,8,11
79066K,RETRO MOD TRAY,643,556.6899999999999,2011-12-09 11:34:00,2010-12-01 14:41:00,108,0
79067,CORONA MEXICAN TRAY,93,348.75,2010-12-20 13:31:00,2010-12-02 16:34:00,17,353
79071B,ENGLISH ROSE METAL WASTE BIN,20,59.0,2011-06-13 13:44:00,2011-01-05 12:54:00,11,178
79144B,PAINTED LIGHTBULB STAR+ MOON,107,42.54,2011-11-28 13:51:00,2010-12-01 14:34:00,15,10
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,63,24.06,2011-10-18 12:17:00,2011-04-21 18:22:00,6,52
79149B,SILICON STAR BULB  BLUE,18,7.56,2011-12-06 12:12:00,2010-12-05 12:42:00,8,3
79151B,"SILICON CUBE 25W, BLUE",11,4.62,2011-11-28 14:12:00,2010-12-05 12:42:00,2,10
79157B,UBO-LIGHT TRIOBASE BLUE,4,3.4,2011-12-06 12:38:00,2011-10-25 10:32:00,2,3
79157V,UBO-LIGHT TRIOBASE PURPLE,5,4.25,2011-11-03 18:49:00,2011-10-09 15:24:00,3,35
79160,HEART SHAPE WIRELESS DOORBELL,107,224.70000000000002,2011-12-08 13:45:00,2010-12-06 12:34:00,43,0
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,2,5.9,2011-11-22 14:43:00,2011-11-08 14:22:00,2,16
79163,BLACK CHAMPAGNE GLASS,125,78.99,2011-09-18 12:21:00,2010-12-02 14:26:00,13,82
79164,BLACK WINE GLASS,154,107.94,2011-11-07 13:56:00,2010-12-02 14:26:00,13,31
79190A,RETRO PLASTIC 70'S TRAY,280,117.6,2011-12-09 10:10:00,2010-12-05 13:55:00,33,0
79190B,RETRO PLASTIC POLKA TRAY,325,136.5,2011-12-09 10:10:00,2010-12-09 13:34:00,33,0
79190D,RETRO PLASTIC DAISY TRAY,227,95.34,2011-12-02 16:07:00,2010-12-05 16:24:00,25,6
79191B,RETRO PLASTIC POLKA TRAY,154,130.9,2011-12-09 11:34:00,2010-12-05 16:41:00,26,0
79191C,RETRO PLASTIC ELEPHANT TRAY,529,449.65,2011-12-06 08:55:00,2010-12-02 11:35:00,61,3
79191D,RETRO PLASTIC DAISY TRAY,25,21.249999999999996,2011-12-09 11:34:00,2011-01-23 13:31:00,7,0
79192A,RETRO PLASTIC 70'S TRAY,3,3.75,2011-02-02 17:06:00,2011-01-20 12:04:00,2,309
79302M,"ART LIGHTS,FUNK MONKEY",283,766.85,2011-12-08 15:54:00,2010-12-01 15:08:00,45,0
79321,CHILLI LIGHTS,3628,18379.8,2011-12-09 12:20:00,2010-12-01 12:08:00,441,0
79323B,BLACK CHERRY LIGHTS,8,54.0,2011-02-11 13:53:00,2011-02-11 13:53:00,1,300
79323P,PINK CHERRY LIGHTS,4,27.0,2011-01-11 13:54:00,2011-01-11 13:54:00,1,331
79329,PINK FLOCK GLASS CANDLEHOLDER,12,12.18,2011-04-10 15:07:00,2010-12-15 13:24:00,2,242
79331,PINK FLOCK GLASS CANDLEHOLDER,26,17.5,2011-04-07 12:04:00,2011-02-20 13:06:00,3,246
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,36,13.680000000000003,2011-09-02 15:48:00,2011-07-29 17:19:00,3,97
79337,BLUE FLOCK GLASS CANDLEHOLDER,32,27.4,2011-07-08 15:22:00,2010-12-03 15:45:00,6,153
79403,FROSTED WHITE BASE ,89,75.64999999999999,2011-12-02 12:52:00,2010-12-14 13:09:00,11,6
79406,FROSTED WHITE BASE ,68,14.96,2011-11-03 11:29:00,2011-02-16 12:49:00,5,36
81950B,FLOWER BLUE CLOCK WITH SUCKER,66,19.14,2011-08-17 13:21:00,2011-07-04 16:35:00,7,113
81950V,FLOWER PURPLE CLOCK W/SUCKER,5,4.25,2011-03-01 13:51:00,2010-12-10 12:14:00,3,282
81950V,FLOWER PURPLE CLOCK WITH SUCKER,15,4.35,2011-07-13 15:42:00,2011-07-04 16:35:00,3,148
81952B,ROUND BLUE CLOCK WITH SUCKER,100,19.0,2011-07-26 13:03:00,2011-07-04 16:35:00,8,135
81952V,ROUND PURPLE CLOCK WITH SUCKER,215,40.85,2011-11-27 16:02:00,2011-07-04 16:35:00,22,11
81953B,ROUND BLUE CLOCK WITH SUCKER,11,2.09,2011-07-18 11:47:00,2011-07-13 12:06:00,3,144
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,28,5.32,2011-07-21 11:55:00,2011-07-13 12:06:00,3,141
82001S,SILVER RECORD COVER FRAME,128,467.7,2011-12-06 14:23:00,2011-10-28 12:08:00,16,2
82001S,VINYL RECORD FRAME SILVER,804,2810.74,2011-11-21 11:29:00,2010-12-08 09:07:00,79,18
82011A,"BATHROOM SCALES, TROPICAL BEACH",16,60.0,2011-11-13 16:16:00,2010-12-13 09:02:00,10,25
82011B,BATHROOM SCALES RUBBER DUCKS,41,139.35,2011-11-23 15:44:00,2010-12-05 13:17:00,19,15
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,51,172.05,2011-11-23 15:44:00,2010-12-03 15:19:00,20,15
82482,WOODEN PICTURE FRAME WHITE FINISH,4507,11993.71,2011-12-08 19:55:00,2010-12-01 09:02:00,813,0
82483,WOOD 2 DRAWER CABINET WHITE FINISH,2032,12738.16,2011-12-08 12:10:00,2010-12-01 09:02:00,495,1
82484,WOOD BLACK BOARD ANT WHITE FINISH,1335,8584.95,2011-12-08 18:25:00,2010-12-01 09:53:00,162,0
82486,WOOD S/3 CABINET ANT WHITE FINISH,206,1431.7,2011-01-28 15:53:00,2010-12-01 09:02:00,25,314
82494L,WOODEN FRAME ANTIQUE WHITE ,5098,14600.270000000002,2011-12-08 19:55:00,2010-12-01 09:02:00,792,0
82551,LAUNDRY 15C METAL SIGN,1399,2036.12,2011-12-06 12:38:00,2010-12-02 15:55:00,242,3
82552,WASHROOM METAL SIGN,1670,2421.37,2011-12-05 17:17:00,2010-12-01 12:22:00,281,3
82567,"AIRLINE LOUNGE,METAL SIGN",495,1007.21,2011-12-08 10:40:00,2010-12-01 09:41:00,149,1
82578,KITCHEN METAL SIGN,1332,735.1400000000001,2011-12-07 14:12:00,2010-12-01 11:21:00,213,1
82580,BATHROOM METAL SIGN,2728,1504.4,2011-12-07 14:12:00,2010-12-01 11:21:00,362,1
82581,TOILET METAL SIGN,2110,1157.76,2011-12-08 14:39:00,2010-12-01 11:21:00,288,0
82582,AREA PATROLLED METAL SIGN,2332,4895.460000000001,2011-12-08 15:31:00,2010-12-02 11:21:00,347,0
82583,HOT BATHS METAL SIGN,2359,4939.9800000000005,2011-12-08 13:47:00,2010-12-02 15:55:00,347,0
82599,FANNY'S REST STOPMETAL SIGN,421,879.1800000000001,2011-05-08 12:36:00,2010-12-02 15:55:00,85,215
82600,N0 SINGING METAL SIGN,189,396.90000000000003,2011-12-08 19:55:00,2011-10-07 13:17:00,25,0
82600,NO SINGING METAL SIGN,2463,5159.700000000001,2011-10-03 11:00:00,2010-12-01 13:24:00,353,67
82605,OLD DOC RUSSEL METAL SIGN,14,29.400000000000002,2011-03-18 11:30:00,2010-12-12 12:35:00,3,266
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",66,82.5,2011-07-14 13:41:00,2010-12-20 16:50:00,14,147
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",320,234.0,2011-12-06 14:23:00,2010-12-05 13:55:00,43,2
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",280,200.6,2011-11-20 11:34:00,2010-12-14 12:59:00,35,19
82613D,METAL SIGN CUPCAKE SINGLE HOOK,429,254.05,2011-12-06 14:23:00,2010-12-15 09:07:00,49,2
82616B,FRAPPUCINO SCARF KNITTING KIT,259,353.83,2011-12-01 13:08:00,2010-12-03 14:35:00,46,7
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,277,385.52,2011-12-06 12:56:00,2010-12-03 14:35:00,52,2
84006,MAGIC TREE -PAPER FLOWERS,615,522.75,2011-12-08 15:31:00,2010-12-03 11:19:00,72,0
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,808,846.5999999999999,2011-12-08 19:57:00,2010-12-16 12:09:00,88,0
84016,FLAG OF ST GEORGE CAR FLAG,25,10.5,2011-09-14 16:36:00,2011-09-14 16:36:00,1,85
84029E,RED WOOLLY HOTTIE WHITE HEART.,1839,7134.87,2011-12-09 09:07:00,2010-12-01 08:26:00,299,0
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1793,6888.21,2011-12-09 11:26:00,2010-12-01 08:26:00,307,0
84030E,ENGLISH ROSE HOT WATER BOTTLE,1170,4796.5,2011-12-08 19:24:00,2010-12-01 10:19:00,268,0
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,173,498.53000000000003,2011-12-09 11:20:00,2010-12-01 16:21:00,49,0
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,93,338.09000000000003,2011-12-09 11:20:00,2010-12-02 11:41:00,37,0
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,375,1050.13,2011-12-09 11:20:00,2010-12-01 16:21:00,103,0
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,399,1070.71,2011-12-09 11:20:00,2010-12-01 11:57:00,126,0
84033,FLAG OF ST GEORGE ,23,37.95,2011-09-14 16:36:00,2011-01-18 13:05:00,7,85
84050,PINK HEART SHAPE EGG FRYING PAN,1060,1725.4799999999998,2011-10-31 14:09:00,2010-12-05 12:43:00,172,38
84051,ASS COLOUR GLOWING TIARAS,159,135.15,2011-12-06 11:58:00,2010-12-05 13:00:00,23,3
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,135,74.17,2011-12-05 17:17:00,2010-12-19 14:23:00,16,3
84086B,YELLOW/BLUE RETRO RADIO,16,47.2,2011-12-06 13:20:00,2011-03-09 12:35:00,7,2
84086C,PINK/PURPLE RETRO RADIO,106,312.70000000000005,2011-11-30 13:08:00,2011-02-02 16:01:00,18,8
84192,ASSORTED COLOUR METAL CAT ,111,138.75,2011-12-04 15:00:00,2010-12-09 11:30:00,25,4
84199,GLOW IN DARK DOLPHINS,128,26.88,2011-12-06 11:58:00,2010-12-20 15:35:00,28,3
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,13,2.47,2011-11-25 11:54:00,2011-08-22 13:30:00,2,14
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,5,0.95,2011-08-28 11:01:00,2011-08-28 11:01:00,1,103
84206A,3 BLACK CATS W HEARTS BLANK CARD,24,4.5600000000000005,2011-11-25 11:54:00,2011-08-22 13:30:00,3,14
84206B,CAT WITH SUNGLASSES BLANK CARD,5,0.95,2011-11-20 12:34:00,2011-11-20 12:34:00,1,19
84206C,CHAMPAGNE TRAY BLANK CARD,8,1.52,2011-11-25 11:54:00,2011-06-01 12:11:00,2,14
84212,"ASSORTED FLOWER COLOUR ""LEIS""",1195,776.7500000000001,2011-11-27 11:22:00,2010-12-03 12:24:00,67,12
84218,BOX/12 CHICK & EGG IN BASKET,62,120.89999999999999,2011-03-31 11:25:00,2011-01-05 09:51:00,39,253
84226,HEN HOUSE W FAMILY IN BARN & NEST,15,12.75,2011-04-27 13:31:00,2011-01-19 12:38:00,8,225
84227,HEN HOUSE W CHICK IN NEST,1,0.42,2011-03-14 15:40:00,2011-03-14 15:40:00,1,269
84228,HEN HOUSE W CHICK STANDING,102,42.84,2011-03-23 12:24:00,2010-12-10 09:35:00,14,261
84228,HEN HOUSE WITH CHICK STANDING,14,5.88,2011-11-29 08:07:00,2011-04-04 16:28:00,3,10
84231,EASTER BUNNY WITH BASKET ON BACK,105,68.25,2011-11-04 12:05:00,2011-01-16 16:23:00,18,35
84247E,PACK OF 12 CHRISTMAS FUN CARDS,47,138.65,2011-10-19 11:52:00,2011-09-25 13:42:00,13,51
84247E,PACK/12 XMAS FUN CARD,33,97.35000000000001,2011-09-05 16:22:00,2010-12-07 15:39:00,10,94
84247G,"DECOUPAGE,GREETING CARD,",288,120.96000000000001,2011-07-14 13:41:00,2010-12-03 17:20:00,22,147
84247K,"FOLK ART GREETING CARD,pack/12",22,64.9,2011-10-16 16:13:00,2010-12-03 12:24:00,9,53
84247L,FAWN AND MUSHROOM GREETING CARD,108,45.36,2011-04-12 12:00:00,2010-12-09 10:04:00,8,241
84247N,PACK/12 BLUE FOLKART CARDS,22,64.9,2011-11-27 16:19:00,2010-12-03 12:24:00,18,11
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",124,53.72,2011-10-31 14:09:00,2010-12-19 14:58:00,12,38
84251B,"GREETING CARD, STICKY GORDON",157,29.830000000000002,2011-09-25 16:05:00,2011-01-07 12:44:00,14,74
84251C,"GREETING CARD, TWO SISTERS.",24,4.5600000000000005,2011-04-03 15:22:00,2011-01-07 14:04:00,2,249
84251G,"GREETING CARD, OVERCROWDED POOL.",180,34.2,2011-12-08 12:29:00,2011-01-07 12:44:00,15,1
84279B,CHERRY BLOSSOM DECORATIVE FLASK,179,666.93,2011-06-17 11:07:00,2011-02-01 09:36:00,57,175
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,336,1242.72,2011-12-01 10:38:00,2010-12-05 11:57:00,94,8
84313B,BLUE TV TRAY TABLE ,76,175.8,2011-04-01 09:25:00,2010-12-13 15:16:00,13,252
84313C,ORANGE TV TRAY TABLE ,179,358.25,2011-05-20 11:33:00,2010-12-13 15:16:00,22,203
84341B,SMALL PINK MAGIC CHRISTMAS TREE,114,60.71,2011-11-15 14:48:00,2010-12-02 12:16:00,21,23
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,2192,5751.07,2011-12-09 12:19:00,2010-12-01 11:41:00,254,0
84356,POMPOM CURTAIN,217,1000.15,2011-12-09 10:46:00,2010-12-09 16:53:00,43,0
84360,TABLE LAMP WHITE SHADE WOOD BASE,38,220.9,2011-12-05 13:43:00,2010-12-01 15:37:00,16,3
84375,SET OF 20 KIDS COOKIE CUTTERS,3080,6539.370000000001,2011-12-08 12:07:00,2010-12-01 11:41:00,399,1
84378,SET OF 3 HEART COOKIE CUTTERS,3683,4869.599999999999,2011-12-08 13:36:00,2010-12-01 11:29:00,500,0
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3679,4829.16,2011-12-09 11:34:00,2010-12-01 11:29:00,481,0
84387A,BIRD ON BRANCH CANVAS SCREEN,11,21.45,2011-07-21 11:55:00,2011-07-21 11:55:00,1,141
84388,WISE MAN STAR SHAPE EGG PAN,24,13.14,2011-04-19 15:02:00,2010-12-07 14:30:00,6,233
84402B,PURPLE DRESS JEWELLERY STAND,61,48.19,2011-07-21 16:10:00,2011-07-19 09:50:00,3,140
84406B,CREAM CUPID HEARTS COAT HANGER,1113,4189.43,2011-12-05 14:30:00,2010-12-01 08:26:00,226,3
84415A,PINK FLOCK SUEDE CUSHION COVER ,12,15.0,2011-06-24 12:14:00,2011-06-08 08:31:00,2,168
84415B,BLUE FLOCK CUSHION COVER ,6,12.5,2011-06-08 08:31:00,2010-12-08 13:23:00,2,184
84422,PINK/BLUE DISC/MIRROR STRING,71,33.21,2011-09-16 13:13:00,2011-06-03 10:06:00,7,83
84429A,MEDIUM PINK BUDDHA HEAD ,46,135.70000000000002,2011-12-08 19:24:00,2011-02-02 17:06:00,14,0
84452,METAL RABBIT LADDER EASTER ,74,62.9,2011-10-20 09:28:00,2011-02-04 14:14:00,16,50
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,119,101.14999999999999,2011-11-09 15:09:00,2010-12-19 14:58:00,21,29
84459A,PINK METAL CHICKEN HEART ,286,426.14,2011-10-30 16:17:00,2011-01-10 10:58:00,50,39
84459B,YELLOW METAL CHICKEN HEART ,388,578.12,2011-04-07 19:05:00,2010-12-10 11:33:00,58,245
84461,12 PINK HEN+CHICKS IN BASKET,41,104.55,2011-04-20 13:59:00,2011-01-16 16:23:00,14,232
84462,3 PINK HEN+CHICKS IN BASKET,12,15.0,2011-04-14 15:26:00,2011-01-16 16:23:00,6,238
84465,15 PINK FLUFFY CHICKS IN BOX,10,29.5,2011-11-04 12:05:00,2011-01-30 10:19:00,7,35
84466,TOP SECRET PEN SET,46,57.5,2011-07-14 13:00:00,2011-02-23 13:21:00,10,147
84497,BUTTONS AND STRIPES NOTEBOOK ,13,48.75,2011-11-15 14:48:00,2010-12-07 15:54:00,7,23
84499,BLACK FLOWER CANDLE PLATE,7,5.949999999999999,2011-01-04 11:34:00,2010-12-21 16:08:00,2,339
84507B,STRIPES DESIGN MONKEY DOLL,31,79.05,2011-09-07 12:41:00,2010-12-15 13:24:00,14,93
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,63,160.64999999999998,2011-10-23 11:10:00,2010-12-03 14:35:00,25,47
84508A,CAMOUFLAGE DESIGN TEDDY,50,127.49999999999999,2011-09-15 11:57:00,2010-12-01 14:41:00,24,85
84508B,STRIPES DESIGN TEDDY,56,142.79999999999998,2011-11-27 16:27:00,2010-12-05 11:54:00,30,11
84508C,BLUE CIRCLES DESIGN TEDDY,51,130.04999999999998,2011-11-17 12:59:00,2010-12-05 12:44:00,20,21
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,540,1982.24,2011-12-06 09:56:00,2010-12-01 11:21:00,138,3
84509B,SET OF 4 FAIRY CAKE PLACEMATS,156,585.0,2011-12-08 20:01:00,2010-12-01 15:08:00,48,0
84509C,SET OF 4 POLKADOT PLACEMATS ,77,269.55,2011-11-25 11:20:00,2010-12-12 10:57:00,23,14
84509E,SET OF 4 CAROUSEL PLACEMATS ,70,101.06,2011-12-07 12:55:00,2010-12-14 12:59:00,8,1
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,275,586.25,2011-12-08 15:54:00,2010-12-02 12:16:00,43,0
84510A,SET OF 4 ENGLISH ROSE COASTERS,858,1077.34,2011-12-09 08:48:00,2010-12-01 11:21:00,142,0
84510C,SET OF 4 POLKADOT COASTERS,96,122.42,2011-12-01 19:42:00,2011-01-07 14:31:00,32,7
84510E,SET OF 4 GREEN CAROUSEL COASTERS,25,26.05,2011-12-06 12:12:00,2011-01-19 16:19:00,9,3
84519A,TOMATO CHARLIE+LOLA COASTER SET,285,374.39,2011-12-09 11:34:00,2010-12-01 09:37:00,57,0
84519B,CARROT CHARLIE+LOLA COASTER SET,377,485.99,2011-12-09 11:34:00,2010-12-02 13:14:00,90,0
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,325,276.25,2011-03-03 15:02:00,2010-12-03 11:35:00,52,280
84522,PINK PARTY SUNGLASSES,12,23.4,2011-11-22 13:25:00,2010-12-06 12:15:00,6,16
84527,FLAMES SUNGLASSES PINK LENSES,47,84.44999999999999,2011-11-25 11:20:00,2011-01-21 17:14:00,6,14
84531A,PINK KNITTED EGG COSY,140,71.75999999999999,2011-04-12 13:24:00,2010-12-05 16:24:00,25,240
84531B,BLUE KNITTED EGG COSY,149,81.50999999999999,2011-04-12 13:24:00,2010-12-05 16:24:00,25,240
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,46,39.1,2011-01-20 12:16:00,2010-12-03 12:29:00,5,323
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,78,50.7,2011-05-08 13:32:00,2011-03-10 15:52:00,19,214
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,824,538.03,2011-12-07 17:05:00,2010-12-05 13:00:00,101,1
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1601,673.24,2011-12-08 15:03:00,2010-12-03 12:29:00,194,0
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,772,326.7,2011-12-05 17:17:00,2010-12-05 12:13:00,89,3
84539,KNITTED RABBIT DOLL ,16,26.4,2011-07-10 12:03:00,2011-07-10 12:03:00,1,152
84548,CROCHET BEAR RED/BLUE  KEYRING,15,24.75,2011-07-03 14:58:00,2011-03-24 13:16:00,3,158
84549,CROCHET WHITE RABBIT KEYRING ,31,46.349999999999994,2011-07-28 16:06:00,2011-04-19 09:43:00,3,133
84550,CROCHET LILAC/RED BEAR KEYRING,1,1.65,2011-11-25 14:02:00,2011-11-25 14:02:00,1,13
84551,CROCHET DOG KEYRING,1,1.65,2011-06-14 13:15:00,2011-06-14 13:15:00,1,177
84558A,3D DOG PICTURE PLAYING CARDS,218,643.1,2011-12-05 11:49:00,2010-12-01 12:31:00,58,4
84559A,3D SHEET OF DOG STICKERS,236,201.38,2011-11-28 15:54:00,2010-12-03 14:04:00,41,10
84559B,3D SHEET OF CAT STICKERS,216,183.6,2011-11-02 13:50:00,2010-12-03 14:04:00,43,36
84563A,PINK & WHITE BREAKFAST TRAY,59,198.05,2011-05-17 10:57:00,2010-12-01 12:49:00,14,206
84563B,BLUE & WHITE BREAKFAST TRAY,69,209.55,2011-06-19 12:23:00,2010-12-05 13:55:00,21,173
84569A,PACK 3 IRON ON DOG PATCHES,191,239.96,2011-12-05 17:17:00,2010-12-06 12:44:00,26,3
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,75,93.75,2011-03-01 09:33:00,2010-12-01 13:04:00,11,283
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1,1.25,2011-03-25 13:54:00,2011-03-25 13:54:00,1,258
84569D,PACK 6 HEART/ICE-CREAM PATCHES,268,337.42,2011-11-11 12:07:00,2010-12-05 12:43:00,34,28
84575A,PINK DOG CANNISTER,14,39.3,2011-04-19 14:49:00,2010-12-13 15:16:00,4,233
84576,BLUE CAT BISCUIT BARREL PINK HEART,57,111.14999999999999,2011-07-20 10:08:00,2011-04-19 13:41:00,9,142
84580,MOUSE TOY WITH PINK T-SHIRT,334,1256.3,2011-12-05 17:17:00,2010-12-03 15:05:00,120,3
84581,DOG TOY WITH PINK CROCHET SKIRT,164,615.76,2011-12-04 15:35:00,2010-12-03 15:05:00,70,4
84584,PINK GINGHAM CAT WITH SCARF,83,211.64999999999998,2011-07-10 13:46:00,2010-12-17 11:30:00,18,151
84592,CROCHET ROSE PURSE WITH SUEDE BACK,70,206.50000000000003,2011-11-30 14:41:00,2011-01-20 10:47:00,17,8
84593,CROCHET ROSE DES CLOTHES HANGER,5,14.750000000000002,2011-03-07 17:30:00,2011-03-07 17:30:00,1,276
84595E,LARGE TORTILLA DESIGN RED BOWL,64,109.79999999999998,2011-07-31 11:45:00,2010-12-10 11:33:00,9,131
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2916,1355.71,2011-12-09 08:48:00,2010-12-06 12:23:00,337,0
84596E,SMALL LICORICE DES PINK BOWL,195,124.23,2011-03-31 16:41:00,2010-12-01 12:43:00,32,252
84596F,SMALL MARSHMALLOWS PINK BOWL,2359,1105.95,2011-12-08 15:31:00,2010-12-05 15:15:00,271,0
84596G,SMALL CHOCOLATES PINK BOWL,1100,492.9,2011-12-08 15:31:00,2010-12-05 12:13:00,148,0
84596J,MIXED NUTS LIGHT GREEN BOWL,189,87.67999999999999,2011-05-23 09:43:00,2010-12-07 15:54:00,23,200
84596L,BISCUITS SMALL BOWL LIGHT BLUE,622,266.21999999999997,2011-09-18 12:21:00,2010-12-05 15:15:00,72,82
84597B,RETRO BROWN BALL ASHTRAY ,41,51.25,2011-06-19 11:10:00,2010-12-14 13:35:00,5,173
84597C,RETRO PINK BALL ASHTRAY ,46,57.5,2011-06-02 19:50:00,2010-12-05 15:12:00,13,189
84600,NEW BAROQUE JEWELLERY BOX ,14,97.30000000000001,2011-11-23 15:44:00,2011-10-16 13:23:00,2,15
84609,TALL ROCOCO CANDLE HOLDER,36,261.0,2011-11-23 15:44:00,2011-10-16 13:23:00,2,15
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,6,27.900000000000002,2011-02-02 17:06:00,2010-12-16 12:42:00,3,309
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,1,4.65,2010-12-08 12:35:00,2010-12-08 12:35:00,1,366
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,2,11.9,2010-12-03 15:45:00,2010-12-03 15:45:00,1,370
84620,BLUE GINGHAM ROSE CUSHION COVER,2,11.9,2010-12-15 14:12:00,2010-12-15 14:12:00,1,358
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,455,470.75,2011-12-07 15:52:00,2010-12-01 11:21:00,31,1
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,392,438.2,2011-09-11 15:24:00,2010-12-01 11:21:00,27,88
84629,WHITE 3 FRAME BIRDS AND TREE ,17,84.15,2011-07-26 12:00:00,2011-07-04 16:35:00,7,136
84637,KITCHEN FLOWER POTS WALL PLAQUE,29,172.55,2011-09-23 14:49:00,2010-12-10 11:19:00,13,76
84638,SMALL KITCHEN FLOWER POTS PLAQUE,19,132.05,2011-10-20 12:43:00,2010-12-10 11:19:00,12,50
84658,WHITE STITCHED CUSHION COVER,42,291.90000000000003,2011-12-06 13:20:00,2010-12-05 15:40:00,15,2
84659A,WHITE TRAVEL ALARM CLOCK,79,198.80999999999997,2011-11-21 10:35:00,2011-02-06 16:08:00,21,18
84660A,WHITE STITCHED WALL CLOCK,377,370.90000000000003,2011-10-03 16:46:00,2010-12-15 09:07:00,31,66
84660B,BLACK STITCHED WALL CLOCK,269,311.31,2011-08-22 13:30:00,2010-12-12 13:56:00,23,108
84660C,PINK STITCHED WALL CLOCK,279,260.17,2011-09-08 11:56:00,2010-12-15 09:07:00,21,92
84661A,WHITE SQUARE TABLE CLOCK,46,95.07,2011-12-07 08:38:00,2011-05-17 09:13:00,10,2
84661B,BLACK SQUARE TABLE CLOCK,32,64.84,2011-12-07 08:38:00,2011-06-08 08:31:00,10,2
